Order_ID,Customer_ID,Products,Order_Date,Order_Status,Shipping_Method,Payment_Method,Total_Price
ORDT31933,CSTM737,"ETWS140 (x1, Rp376350); ETWS234 (x1, Rp179000)",2024-05-23,Selesai,JNE,DANA,555350
ORDT16767,CSTM188,"ETWS270 (x1, Rp219000); ETWS037 (x2, Rp274500); ETWS602 (x3, Rp239500)",2024-03-16,Selesai,J&T,Transfer Bank - BCA,1486500
ORDT31730,CSTM891,"ETWS120 (x3, Rp49000); ETWS394 (x2, Rp160550); ETWS661 (x3, Rp449000)",2024-12-28,Selesai,J&T,GoPay,1815100
ORDT89208,CSTM912,"ETWS869 (x1, Rp221400)",2024-11-09,Selesai,JNE,Transfer Bank - BCA,221400
ORDT44534,CSTM399,"ETWS725 (x1, Rp455050)",2024-01-27,Selesai,J&T,GoPay,455050
ORDT81500,CSTM588,"ETWS937 (x1, Rp499000); ETWS516 (x1, Rp219000); ETWS248 (x1, Rp429000)",2024-10-20,Selesai,JNE,DANA,1147000
ORDT67467,CSTM919,"ETWS862 (x1, Rp419000); ETWS937 (x1, Rp499000)",2024-03-05,Selesai,JNE,Transfer Bank - Mandiri,918000
ORDT26637,CSTM722,"ETWS505 (x2, Rp399000); ETWS408 (x1, Rp164500)",2024-07-23,Selesai,SiCepat,Transfer Bank - BRI,962500
ORDT14343,CSTM783,"ETWS006 (x1, Rp179000); ETWS004 (x2, Rp199000)",2024-04-03,Selesai,JNE,Transfer Bank - BRI,577000
ORDT01139,CSTM339,"ETWS223 (x1, Rp209000); ETWS045 (x1, Rp219000)",2024-06-05,Selesai,J&T,COD,428000
ORDT02401,CSTM081,"ETWS231 (x2, Rp159500); ETWS140 (x1, Rp376350); ETWS110 (x2, Rp129000)",2024-05-06,Selesai,SiCepat,Transfer Bank - BNI,953350
ORDT12901,CSTM201,"ETWS753 (x1, Rp245000); ETWS868 (x1, Rp95000); ETWS875 (x3, Rp39000)",2024-06-21,Selesai,SiCepat,COD,457000
ORDT32882,CSTM006,"ETWS195 (x3, Rp94050); ETWS686 (x2, Rp49000); ETWS246 (x1, Rp199000)",2025-01-08,Selesai,JNE,Transfer Bank - BNI,579150
ORDT66677,CSTM163,"ETWS221 (x2, Rp729000); ETWS430 (x3, Rp429000); ETWS725 (x3, Rp455050)",2024-11-18,Selesai,J&T,Transfer Bank - BCA,4110150
ORDT71238,CSTM621,"ETWS172 (x2, Rp699000); ETWS805 (x1, Rp113050); ETWS401 (x3, Rp551080)",2024-03-02,Selesai,SiCepat,Transfer Bank - BNI,3164290
ORDT18394,CSTM972,"ETWS331 (x2, Rp170050); ETWS039 (x3, Rp69000)",2024-01-04,Selesai,JNE,Transfer Bank - BNI,547100
ORDT53937,CSTM213,"ETWS396 (x2, Rp249000); ETWS043 (x2, Rp179000); ETWS746 (x2, Rp369550)",2024-03-04,Selesai,SiCepat,DANA,1595100
ORDT17906,CSTM944,"ETWS312 (x1, Rp208050)",2024-10-16,Selesai,JNE,OVO,208050
ORDT65020,CSTM433,"ETWS331 (x1, Rp170050); ETWS084 (x1, Rp174500); ETWS567 (x2, Rp104300)",2024-04-11,Selesai,SiCepat,DANA,553150
ORDT27735,CSTM978,"ETWS847 (x1, Rp479000); ETWS110 (x2, Rp129000); ETWS270 (x1, Rp219000)",2024-04-13,Selesai,SiCepat,Transfer Bank - BRI,956000
ORDT88353,CSTM492,"ETWS870 (x3, Rp422280); ETWS482 (x1, Rp363300); ETWS835 (x3, Rp170050)",2024-10-03,Selesai,JNE,GoPay,2140290
ORDT00432,CSTM075,"ETWS870 (x1, Rp422280); ETWS048 (x2, Rp249000)",2024-03-08,Selesai,SiCepat,Transfer Bank - Mandiri,920280
ORDT35446,CSTM329,"ETWS195 (x3, Rp94050); ETWS023 (x2, Rp275080)",2024-10-10,Selesai,J&T,Transfer Bank - BNI,832310
ORDT46176,CSTM893,"ETWS567 (x3, Rp104300); ETWS123 (x2, Rp149000)",2025-02-22,Dikirim,JNE,COD,610900
ORDT38721,CSTM553,"ETWS316 (x3, Rp244300); ETWS225 (x2, Rp399000)",2024-05-09,Selesai,JNE,Transfer Bank - BRI,1530900
ORDT78537,CSTM567,"ETWS071 (x2, Rp293480)",2024-04-21,Selesai,JNE,Transfer Bank - BNI,586960
ORDT49150,CSTM603,"ETWS491 (x3, Rp75050); ETWS145 (x2, Rp399000); ETWS493 (x1, Rp279000)",2024-07-08,Selesai,SiCepat,Transfer Bank - BNI,1302150
ORDT19718,CSTM976,"ETWS281 (x2, Rp119600)",2024-08-13,Selesai,JNE,Transfer Bank - Mandiri,239200
ORDT72139,CSTM410,"ETWS208 (x1, Rp198550); ETWS767 (x3, Rp182000)",2025-02-16,Dikirim,SiCepat,OVO,744550
ORDT22700,CSTM261,"ETWS413 (x2, Rp94050)",2024-04-22,Selesai,SiCepat,Transfer Bank - BCA,188100
ORDT07283,CSTM732,"ETWS735 (x2, Rp275000)",2024-10-05,Selesai,SiCepat,Transfer Bank - Mandiri,550000
ORDT13931,CSTM763,"ETWS781 (x3, Rp389000)",2024-03-23,Selesai,JNE,Transfer Bank - BCA,1167000
ORDT42734,CSTM166,"ETWS847 (x1, Rp479000); ETWS546 (x2, Rp151050)",2024-10-01,Selesai,J&T,Transfer Bank - BNI,781100
ORDT41252,CSTM716,"ETWS592 (x3, Rp221400); ETWS399 (x2, Rp49000); ETWS013 (x3, Rp429000)",2024-04-16,Selesai,SiCepat,DANA,2049200
ORDT06636,CSTM638,"ETWS187 (x1, Rp219000); ETWS992 (x1, Rp199000)",2024-11-23,Selesai,JNE,GoPay,418000
ORDT32436,CSTM047,"ETWS633 (x2, Rp129000)",2024-07-08,Selesai,JNE,Transfer Bank - Mandiri,258000
ORDT36859,CSTM388,"ETWS110 (x1, Rp129000)",2024-12-24,Selesai,JNE,GoPay,129000
ORDT72304,CSTM273,"ETWS993 (x1, Rp464550); ETWS006 (x1, Rp179000); ETWS995 (x1, Rp489000)",2024-06-16,Selesai,SiCepat,Transfer Bank - BRI,1132550
ORDT26585,CSTM151,"ETWS297 (x1, Rp156750); ETWS090 (x3, Rp279000); ETWS686 (x1, Rp49000)",2024-01-21,Selesai,J&T,OVO,1042750
ORDT80140,CSTM704,"ETWS197 (x1, Rp272300); ETWS023 (x3, Rp275080)",2024-05-09,Selesai,SiCepat,COD,1097540
ORDT24017,CSTM690,"ETWS733 (x1, Rp426550)",2024-04-20,Selesai,J&T,OVO,426550
ORDT89861,CSTM014,"ETWS857 (x1, Rp350350); ETWS817 (x1, Rp467100); ETWS120 (x3, Rp49000)",2024-01-13,Selesai,J&T,OVO,964450
ORDT29653,CSTM077,"ETWS852 (x2, Rp329000); ETWS904 (x3, Rp170050)",2024-04-04,Selesai,JNE,Transfer Bank - BCA,1168150
ORDT39634,CSTM644,"ETWS810 (x3, Rp209000); ETWS832 (x1, Rp104500)",2024-03-31,Selesai,J&T,GoPay,731500
ORDT91143,CSTM879,"ETWS767 (x2, Rp182000); ETWS139 (x1, Rp159000)",2024-06-25,Selesai,SiCepat,Transfer Bank - BNI,523000
ORDT74960,CSTM625,"ETWS197 (x3, Rp272300); ETWS874 (x2, Rp85000); ETWS124 (x1, Rp198550)",2024-03-26,Selesai,JNE,Transfer Bank - Mandiri,1185450
ORDT87409,CSTM903,"ETWS043 (x1, Rp179000)",2024-12-27,Selesai,J&T,Transfer Bank - BNI,179000
ORDT04870,CSTM511,"ETWS587 (x2, Rp194350); ETWS229 (x1, Rp499000); ETWS226 (x3, Rp249000)",2024-09-22,Selesai,J&T,COD,1634700
ORDT81783,CSTM885,"ETWS413 (x1, Rp94050); ETWS902 (x3, Rp191600); ETWS579 (x3, Rp519000)",2024-04-05,Selesai,SiCepat,GoPay,2225850
ORDT64731,CSTM070,"ETWS940 (x1, Rp164500); ETWS989 (x3, Rp459000)",2024-11-07,Selesai,J&T,Transfer Bank - BRI,1541500
ORDT22680,CSTM666,"ETWS261 (x3, Rp85000); ETWS343 (x2, Rp299000); ETWS930 (x1, Rp76650)",2024-04-13,Selesai,SiCepat,Transfer Bank - Mandiri,929650
ORDT93139,CSTM595,"ETWS023 (x1, Rp275080); ETWS221 (x1, Rp729000); ETWS174 (x3, Rp209300)",2024-01-02,Selesai,J&T,Transfer Bank - Mandiri,1631980
ORDT89968,CSTM877,"ETWS459 (x3, Rp171600)",2024-09-03,Selesai,JNE,Transfer Bank - BNI,514800
ORDT68139,CSTM481,"ETWS540 (x1, Rp679000); ETWS110 (x2, Rp129000); ETWS613 (x1, Rp74500)",2024-05-18,Selesai,JNE,Transfer Bank - BCA,1011500
ORDT98284,CSTM799,"ETWS338 (x1, Rp89500); ETWS446 (x3, Rp149500); ETWS412 (x1, Rp151050)",2025-02-13,Selesai,J&T,OVO,689050
ORDT28149,CSTM651,"ETWS792 (x1, Rp429000)",2024-01-28,Selesai,SiCepat,DANA,429000
ORDT91878,CSTM574,"ETWS482 (x1, Rp363300); ETWS505 (x1, Rp399000)",2024-09-06,Selesai,JNE,OVO,762300
ORDT64327,CSTM765,"ETWS440 (x3, Rp502550); ETWS505 (x2, Rp399000); ETWS563 (x1, Rp198550)",2024-04-13,Selesai,JNE,OVO,2504200
ORDT06304,CSTM015,"ETWS671 (x3, Rp74500); ETWS027 (x3, Rp383200)",2024-09-26,Selesai,SiCepat,GoPay,1373100
ORDT32808,CSTM920,"ETWS837 (x2, Rp324350); ETWS407 (x1, Rp199500)",2024-03-28,Selesai,J&T,OVO,848200
ORDT79232,CSTM111,"ETWS117 (x3, Rp129000)",2024-02-21,Selesai,J&T,GoPay,387000
ORDT30445,CSTM405,"ETWS440 (x1, Rp502550); ETWS622 (x2, Rp219000); ETWS816 (x3, Rp200000)",2024-11-02,Selesai,SiCepat,Transfer Bank - Mandiri,1540550
ORDT72160,CSTM276,"ETWS115 (x1, Rp569050); ETWS067 (x2, Rp137500)",2024-01-12,Selesai,SiCepat,COD,844050
ORDT85638,CSTM012,"ETWS767 (x1, Rp182000)",2024-05-26,Selesai,SiCepat,GoPay,182000
ORDT46101,CSTM335,"ETWS124 (x3, Rp198550); ETWS430 (x2, Rp429000); ETWS733 (x1, Rp426550)",2024-02-14,Selesai,JNE,OVO,1880200
ORDT35247,CSTM360,"ETWS505 (x2, Rp399000); ETWS067 (x1, Rp137500); ETWS768 (x2, Rp229000)",2024-05-28,Selesai,JNE,Transfer Bank - BCA,1393500
ORDT05994,CSTM709,"ETWS869 (x2, Rp221400); ETWS781 (x3, Rp389000)",2024-08-18,Selesai,J&T,Transfer Bank - BRI,1609800
ORDT66222,CSTM897,"ETWS090 (x3, Rp279000); ETWS078 (x1, Rp99500)",2025-02-12,Selesai,JNE,Transfer Bank - BCA,936500
ORDT62509,CSTM455,"ETWS506 (x2, Rp399000)",2024-05-19,Selesai,SiCepat,COD,798000
ORDT18529,CSTM103,"ETWS212 (x1, Rp199500)",2024-01-10,Selesai,SiCepat,GoPay,199500
ORDT86356,CSTM402,"ETWS067 (x1, Rp137500); ETWS810 (x1, Rp209000); ETWS183 (x2, Rp184500)",2024-01-18,Selesai,SiCepat,Transfer Bank - BCA,715500
ORDT47313,CSTM003,"ETWS512 (x3, Rp407550)",2024-04-07,Selesai,JNE,Transfer Bank - BCA,1222650
ORDT88840,CSTM784,"ETWS343 (x3, Rp299000); ETWS900 (x1, Rp141550); ETWS359 (x3, Rp144000)",2024-02-09,Selesai,SiCepat,Transfer Bank - BRI,1470550
ORDT24652,CSTM140,"ETWS630 (x3, Rp199200)",2025-01-12,Selesai,SiCepat,DANA,597600
ORDT63417,CSTM165,"ETWS440 (x2, Rp502550); ETWS425 (x3, Rp302680); ETWS110 (x3, Rp129000)",2024-04-07,Selesai,J&T,COD,2300140
ORDT97982,CSTM062,"ETWS197 (x2, Rp272300)",2025-01-03,Selesai,SiCepat,Transfer Bank - Mandiri,544600
ORDT43092,CSTM409,"ETWS847 (x2, Rp479000); ETWS316 (x2, Rp244300); ETWS661 (x1, Rp449000)",2025-01-05,Selesai,J&T,Transfer Bank - BRI,1895600
ORDT98329,CSTM488,"ETWS930 (x2, Rp76650); ETWS259 (x2, Rp249000); ETWS273 (x3, Rp499000)",2025-02-04,Selesai,J&T,Transfer Bank - BNI,2148300
ORDT88885,CSTM840,"ETWS148 (x3, Rp94050); ETWS110 (x3, Rp129000); ETWS321 (x2, Rp79000)",2025-01-15,Selesai,JNE,GoPay,827150
ORDT48069,CSTM589,"ETWS231 (x2, Rp159500); ETWS394 (x3, Rp160550)",2024-07-31,Selesai,J&T,OVO,800650
ORDT45618,CSTM695,"ETWS396 (x1, Rp249000); ETWS044 (x1, Rp749000)",2024-03-15,Selesai,JNE,DANA,998000
ORDT86274,CSTM004,"ETWS852 (x1, Rp329000); ETWS781 (x3, Rp389000)",2025-01-22,Selesai,JNE,Transfer Bank - BNI,1496000
ORDT01454,CSTM161,"ETWS573 (x3, Rp209300)",2025-01-20,Selesai,J&T,Transfer Bank - BNI,627900
ORDT03037,CSTM078,"ETWS162 (x3, Rp159000)",2024-01-25,Selesai,SiCepat,GoPay,477000
ORDT29069,CSTM336,"ETWS450 (x1, Rp39000); ETWS408 (x3, Rp164500)",2025-01-31,Selesai,JNE,Transfer Bank - Mandiri,532500
ORDT20532,CSTM417,"ETWS877 (x2, Rp104500); ETWS672 (x1, Rp749000); ETWS602 (x1, Rp239500)",2024-12-19,Selesai,JNE,Transfer Bank - BNI,1197500
ORDT25469,CSTM852,"ETWS466 (x3, Rp189000); ETWS633 (x3, Rp129000)",2024-02-03,Selesai,SiCepat,COD,954000
ORDT86392,CSTM959,"ETWS555 (x1, Rp399000)",2024-09-06,Selesai,JNE,COD,399000
ORDT71100,CSTM927,"ETWS107 (x1, Rp249000)",2024-01-10,Selesai,SiCepat,Transfer Bank - BNI,249000
ORDT05271,CSTM679,"ETWS633 (x1, Rp129000); ETWS524 (x3, Rp171600)",2024-08-23,Selesai,JNE,COD,643800
ORDT06315,CSTM189,"ETWS956 (x2, Rp396750)",2024-04-18,Selesai,J&T,OVO,793500
ORDT38333,CSTM789,"ETWS110 (x2, Rp129000); ETWS819 (x2, Rp94050); ETWS526 (x1, Rp349000)",2024-11-12,Selesai,JNE,GoPay,795100
ORDT73962,CSTM043,"ETWS832 (x3, Rp104500); ETWS311 (x1, Rp209000); ETWS407 (x2, Rp199500)",2024-02-18,Selesai,J&T,Transfer Bank - BCA,921500
ORDT49994,CSTM279,"ETWS837 (x2, Rp324350)",2024-02-05,Selesai,JNE,OVO,648700
ORDT35810,CSTM557,"ETWS592 (x3, Rp221400)",2024-06-17,Selesai,J&T,Transfer Bank - BCA,664200
ORDT86989,CSTM817,"ETWS454 (x1, Rp219000); ETWS600 (x2, Rp237300); ETWS733 (x1, Rp426550)",2024-04-10,Selesai,JNE,Transfer Bank - Mandiri,1120150
ORDT62500,CSTM253,"ETWS781 (x2, Rp389000)",2024-10-27,Selesai,J&T,Transfer Bank - Mandiri,778000
ORDT85498,CSTM414,"ETWS734 (x2, Rp265000); ETWS877 (x3, Rp104500)",2024-07-04,Selesai,J&T,OVO,843500
ORDT80005,CSTM393,"ETWS148 (x3, Rp94050); ETWS904 (x1, Rp170050)",2024-07-10,Selesai,J&T,COD,452200
ORDT25006,CSTM366,"ETWS124 (x1, Rp198550)",2024-03-29,Selesai,SiCepat,Transfer Bank - BNI,198550
ORDT49868,CSTM525,"ETWS311 (x2, Rp209000); ETWS552 (x2, Rp192280)",2024-08-17,Selesai,SiCepat,OVO,802560
ORDT28592,CSTM736,"ETWS402 (x3, Rp181300)",2024-04-30,Selesai,SiCepat,GoPay,543900
ORDT21851,CSTM254,"ETWS493 (x1, Rp279000); ETWS857 (x2, Rp350350); ETWS941 (x2, Rp119000)",2024-10-30,Selesai,J&T,Transfer Bank - BNI,1217700
ORDT12120,CSTM302,"ETWS602 (x2, Rp239500); ETWS140 (x3, Rp376350); ETWS524 (x3, Rp171600)",2024-12-26,Selesai,SiCepat,GoPay,2122850
ORDT76785,CSTM000,"ETWS043 (x1, Rp179000); ETWS686 (x2, Rp49000); ETWS262 (x1, Rp399000)",2024-01-08,Selesai,SiCepat,Transfer Bank - Mandiri,676000
ORDT06848,CSTM304,"ETWS524 (x3, Rp171600)",2024-01-07,Selesai,JNE,GoPay,514800
ORDT42291,CSTM446,"ETWS271 (x2, Rp439000); ETWS148 (x2, Rp94050); ETWS832 (x1, Rp104500)",2024-09-07,Selesai,JNE,Transfer Bank - BRI,1170600
ORDT66639,CSTM373,"ETWS262 (x3, Rp399000); ETWS847 (x3, Rp479000)",2024-07-28,Selesai,SiCepat,OVO,2634000
ORDT61425,CSTM807,"ETWS253 (x1, Rp199000); ETWS011 (x1, Rp95400)",2024-03-15,Selesai,J&T,Transfer Bank - BNI,294400
ORDT05900,CSTM265,"ETWS506 (x3, Rp399000); ETWS161 (x1, Rp259000)",2025-01-06,Selesai,JNE,OVO,1456000
ORDT34624,CSTM723,"ETWS519 (x3, Rp309000); ETWS486 (x1, Rp109000); ETWS920 (x1, Rp39500)",2024-07-31,Selesai,JNE,Transfer Bank - Mandiri,1075500
ORDT73225,CSTM934,"ETWS446 (x3, Rp149500); ETWS869 (x1, Rp221400); ETWS930 (x1, Rp76650)",2024-01-20,Selesai,SiCepat,Transfer Bank - BRI,746550
ORDT55686,CSTM508,"ETWS238 (x3, Rp324350)",2024-06-28,Selesai,SiCepat,Transfer Bank - BNI,973050
ORDT75109,CSTM755,"ETWS328 (x1, Rp79000); ETWS029 (x3, Rp239000)",2024-01-29,Selesai,JNE,Transfer Bank - BNI,796000
ORDT56528,CSTM532,"ETWS744 (x1, Rp467100); ETWS180 (x3, Rp99000)",2024-07-07,Selesai,SiCepat,Transfer Bank - BCA,764100
ORDT60158,CSTM328,"ETWS061 (x2, Rp199000); ETWS930 (x1, Rp76650); ETWS672 (x2, Rp749000)",2024-03-13,Selesai,J&T,OVO,1972650
ORDT87280,CSTM284,"ETWS902 (x3, Rp191600)",2024-04-01,Selesai,SiCepat,Transfer Bank - BNI,574800
ORDT17754,CSTM779,"ETWS271 (x1, Rp439000)",2024-10-23,Selesai,SiCepat,OVO,439000
ORDT64661,CSTM350,"ETWS212 (x2, Rp199500)",2024-06-25,Selesai,J&T,GoPay,399000
ORDT40206,CSTM230,"ETWS904 (x1, Rp170050); ETWS847 (x2, Rp479000); ETWS768 (x2, Rp229000)",2024-03-25,Selesai,JNE,Transfer Bank - BRI,1586050
ORDT55032,CSTM385,"ETWS111 (x3, Rp479000); ETWS780 (x3, Rp177650); ETWS167 (x1, Rp246050)",2024-01-28,Selesai,J&T,Transfer Bank - BNI,2216000
ORDT17050,CSTM559,"ETWS941 (x1, Rp119000); ETWS734 (x2, Rp265000); ETWS408 (x1, Rp164500)",2024-01-06,Selesai,J&T,OVO,813500
ORDT42202,CSTM478,"ETWS602 (x1, Rp239500); ETWS124 (x1, Rp198550); ETWS579 (x1, Rp519000)",2024-07-14,Selesai,JNE,Transfer Bank - BRI,957050
ORDT30126,CSTM341,"ETWS175 (x1, Rp399000); ETWS071 (x1, Rp293480); ETWS997 (x3, Rp272300)",2024-01-25,Selesai,J&T,Transfer Bank - BRI,1509380
ORDT74085,CSTM781,"ETWS071 (x1, Rp293480); ETWS328 (x2, Rp79000); ETWS943 (x2, Rp692550)",2024-03-18,Selesai,J&T,Transfer Bank - BCA,1836580
ORDT38669,CSTM171,"ETWS902 (x3, Rp191600); ETWS334 (x3, Rp616550); ETWS711 (x1, Rp1499000)",2024-09-02,Selesai,SiCepat,OVO,3923450
ORDT99328,CSTM523,"ETWS258 (x1, Rp426550)",2024-10-20,Selesai,JNE,Transfer Bank - BNI,426550
ORDT42658,CSTM598,"ETWS711 (x2, Rp1499000); ETWS255 (x1, Rp499000)",2024-08-31,Selesai,SiCepat,DANA,3497000
ORDT31130,CSTM594,"ETWS394 (x3, Rp160550); ETWS399 (x3, Rp49000); ETWS416 (x1, Rp616550)",2025-01-04,Selesai,SiCepat,Transfer Bank - BRI,1245200
ORDT19053,CSTM520,"ETWS540 (x3, Rp679000)",2024-02-01,Selesai,J&T,Transfer Bank - BRI,2037000
ORDT30413,CSTM026,"ETWS811 (x2, Rp289000); ETWS733 (x3, Rp426550)",2024-02-25,Selesai,J&T,OVO,1857650
ORDT04517,CSTM786,"ETWS120 (x3, Rp49000); ETWS810 (x3, Rp209000)",2024-01-05,Selesai,J&T,DANA,774000
ORDT70688,CSTM113,"ETWS110 (x2, Rp129000)",2024-06-25,Selesai,JNE,Transfer Bank - BRI,258000
ORDT90732,CSTM452,"ETWS600 (x3, Rp237300); ETWS262 (x1, Rp399000); ETWS394 (x2, Rp160550)",2024-11-30,Selesai,J&T,GoPay,1432000
ORDT80421,CSTM076,"ETWS671 (x3, Rp74500); ETWS733 (x1, Rp426550)",2024-12-07,Selesai,JNE,Transfer Bank - BNI,650050
ORDT44936,CSTM914,"ETWS661 (x3, Rp449000); ETWS993 (x3, Rp464550)",2024-10-03,Selesai,J&T,GoPay,2740650
ORDT17172,CSTM396,"ETWS343 (x3, Rp299000)",2024-12-15,Selesai,J&T,Transfer Bank - BNI,897000
ORDT26315,CSTM442,"ETWS904 (x2, Rp170050); ETWS791 (x3, Rp269000); ETWS844 (x3, Rp39000)",2024-02-29,Selesai,J&T,COD,1264100
ORDT92471,CSTM536,"ETWS255 (x1, Rp499000)",2024-08-01,Selesai,J&T,DANA,499000
ORDT04770,CSTM913,"ETWS273 (x2, Rp499000); ETWS958 (x3, Rp156750); ETWS430 (x3, Rp429000)",2025-01-22,Selesai,SiCepat,GoPay,2755250
ORDT43560,CSTM218,"ETWS744 (x2, Rp467100); ETWS622 (x1, Rp219000); ETWS447 (x2, Rp312550)",2024-08-17,Selesai,SiCepat,Transfer Bank - BCA,1778300
ORDT46309,CSTM898,"ETWS877 (x1, Rp104500)",2024-11-18,Selesai,J&T,Transfer Bank - BCA,104500
ORDT11776,CSTM194,"ETWS148 (x3, Rp94050); ETWS735 (x3, Rp275000)",2024-04-22,Selesai,JNE,OVO,1107150
ORDT71550,CSTM032,"ETWS416 (x1, Rp616550); ETWS491 (x2, Rp75050)",2024-04-09,Selesai,SiCepat,Transfer Bank - Mandiri,766650
ORDT25296,CSTM149,"ETWS990 (x3, Rp227050); ETWS573 (x1, Rp209300)",2024-08-03,Selesai,JNE,Transfer Bank - BNI,890450
ORDT86304,CSTM665,"ETWS170 (x3, Rp569050); ETWS088 (x1, Rp616550); ETWS131 (x3, Rp429000)",2024-12-23,Selesai,SiCepat,Transfer Bank - BCA,3610700
ORDT97871,CSTM556,"ETWS810 (x1, Rp209000); ETWS183 (x1, Rp184500)",2024-08-04,Selesai,JNE,Transfer Bank - Mandiri,393500
ORDT12893,CSTM019,"ETWS526 (x3, Rp349000)",2024-02-28,Selesai,JNE,GoPay,1047000
ORDT92953,CSTM627,"ETWS911 (x2, Rp151050)",2024-04-04,Selesai,J&T,OVO,302100
ORDT20450,CSTM180,"ETWS183 (x2, Rp184500); ETWS023 (x2, Rp275080); ETWS491 (x3, Rp75050)",2024-05-14,Selesai,J&T,Transfer Bank - Mandiri,1144310
ORDT88802,CSTM381,"ETWS544 (x1, Rp141550); ETWS952 (x2, Rp279000)",2024-07-11,Selesai,J&T,COD,699550
ORDT01442,CSTM126,"ETWS170 (x3, Rp569050); ETWS175 (x2, Rp399000); ETWS845 (x2, Rp239600)",2024-05-20,Selesai,SiCepat,GoPay,2984350
ORDT37243,CSTM941,"ETWS259 (x3, Rp249000); ETWS265 (x2, Rp104500)",2024-03-19,Selesai,JNE,Transfer Bank - BNI,956000
ORDT65704,CSTM845,"ETWS668 (x2, Rp445550)",2024-11-25,Selesai,J&T,Transfer Bank - Mandiri,891100
ORDT41640,CSTM894,"ETWS039 (x3, Rp69000)",2024-10-21,Selesai,J&T,Transfer Bank - Mandiri,207000
ORDT85535,CSTM805,"ETWS061 (x1, Rp199000); ETWS534 (x3, Rp493050)",2024-03-01,Selesai,SiCepat,GoPay,1678150
ORDT22140,CSTM055,"ETWS125 (x1, Rp692550); ETWS943 (x2, Rp692550)",2025-02-03,Selesai,JNE,Transfer Bank - BNI,2077650
ORDT16252,CSTM648,"ETWS623 (x2, Rp616550)",2025-01-11,Selesai,J&T,Transfer Bank - BCA,1233100
ORDT15705,CSTM580,"ETWS425 (x3, Rp302680); ETWS407 (x1, Rp199500); ETWS456 (x1, Rp549000)",2024-01-06,Selesai,SiCepat,COD,1656540
ORDT61963,CSTM484,"ETWS396 (x1, Rp249000); ETWS187 (x2, Rp219000)",2024-11-18,Selesai,J&T,Transfer Bank - Mandiri,687000
ORDT31399,CSTM088,"ETWS542 (x2, Rp499000); ETWS043 (x1, Rp179000)",2024-12-30,Selesai,SiCepat,Transfer Bank - BNI,1177000
ORDT73533,CSTM910,"ETWS005 (x1, Rp55000); ETWS048 (x3, Rp249000)",2024-12-16,Selesai,JNE,OVO,802000
ORDT54320,CSTM911,"ETWS744 (x3, Rp467100); ETWS930 (x2, Rp76650)",2024-01-16,Selesai,J&T,Transfer Bank - BRI,1554600
ORDT65410,CSTM051,"ETWS328 (x2, Rp79000); ETWS734 (x1, Rp265000)",2024-11-12,Selesai,SiCepat,DANA,423000
ORDT53421,CSTM771,"ETWS430 (x3, Rp429000); ETWS195 (x1, Rp94050)",2024-04-28,Selesai,JNE,Transfer Bank - Mandiri,1381050
ORDT87100,CSTM816,"ETWS265 (x3, Rp104500); ETWS188 (x1, Rp144500); ETWS316 (x2, Rp244300)",2024-09-09,Selesai,J&T,Transfer Bank - BRI,946600
ORDT12266,CSTM224,"ETWS098 (x1, Rp31539100); ETWS045 (x1, Rp219000); ETWS206 (x1, Rp94050)",2024-08-11,Selesai,SiCepat,Transfer Bank - BRI,31852150
ORDT51915,CSTM896,"ETWS966 (x1, Rp209500); ETWS817 (x1, Rp467100); ETWS316 (x2, Rp244300)",2024-03-29,Selesai,SiCepat,Transfer Bank - Mandiri,1165200
ORDT98970,CSTM585,"ETWS930 (x3, Rp76650); ETWS661 (x2, Rp449000); ETWS107 (x1, Rp249000)",2024-03-18,Selesai,J&T,GoPay,1376950
ORDT49150,CSTM147,"ETWS140 (x1, Rp376350); ETWS587 (x3, Rp194350); ETWS401 (x1, Rp551080)",2024-06-19,Selesai,SiCepat,COD,1510480
ORDT98061,CSTM632,"ETWS661 (x1, Rp449000); ETWS544 (x1, Rp141550); ETWS334 (x3, Rp616550)",2024-05-12,Selesai,JNE,Transfer Bank - BNI,2440200
ORDT66923,CSTM142,"ETWS425 (x2, Rp302680); ETWS234 (x3, Rp179000)",2025-02-14,Selesai,J&T,Transfer Bank - Mandiri,1142360
ORDT38468,CSTM005,"ETWS493 (x1, Rp279000); ETWS930 (x1, Rp76650)",2024-05-17,Selesai,SiCepat,DANA,355650
ORDT81269,CSTM475,"ETWS045 (x2, Rp219000); ETWS745 (x2, Rp399000)",2024-05-13,Selesai,JNE,Transfer Bank - BNI,1236000
ORDT18350,CSTM072,"ETWS261 (x3, Rp85000); ETWS090 (x1, Rp279000); ETWS512 (x1, Rp407550)",2024-02-08,Selesai,JNE,COD,941550
ORDT06185,CSTM394,"ETWS735 (x1, Rp275000); ETWS875 (x3, Rp39000); ETWS524 (x2, Rp171600)",2024-03-05,Selesai,SiCepat,DANA,735200
ORDT23584,CSTM973,"ETWS555 (x3, Rp399000); ETWS722 (x3, Rp449000); ETWS463 (x1, Rp249000)",2025-01-06,Selesai,SiCepat,Transfer Bank - Mandiri,2793000
ORDT52632,CSTM687,"ETWS253 (x3, Rp199000); ETWS966 (x2, Rp209500)",2024-07-07,Selesai,JNE,COD,1016000
ORDT65325,CSTM577,"ETWS875 (x1, Rp39000); ETWS852 (x2, Rp329000)",2025-01-07,Selesai,SiCepat,DANA,697000
