product_id,color_id,price_original,price_sale,discount,sold,rating
ETWS283,ECLR095,449000,449000,No Discount,9,5.0
ETWS283,ECLR115,449000,449000,No Discount,11,5.0
ETWS283,ECLR746,449000,449000,No Discount,11,5.0
ETWS118,ECLR937,249000,249000,No Discount,12,5.0
ETWS073,ECLR305,449000,449000,No Discount,15,4.8
ETWS073,ECLR004,449000,449000,No Discount,11,5.0
ETWS073,ECLR100,449000,449000,No Discount,7,4.8
ETWS363,ECLR115,399000,399000,No Discount,22,4.9
ETWS363,ECLR746,399000,399000,No Discount,6,5.0
ETWS439,ECLR292,299000,299000,No Discount,26,4.8
ETWS883,ECLR746,209000,209000,No Discount,2,5.0
ETWS883,ECLR102,209000,209000,No Discount,5,5.0
ETWS883,ECLR776,209000,209000,No Discount,10,5.0
ETWS883,ECLR004,209000,209000,No Discount,5,5.0
ETWS620,ECLR673,539000,539000,No Discount,6,5.0
ETWS161,ECLR292,489000,489000,No Discount,50,5.0
ETWS161,ECLR685,489000,489000,No Discount,30,5.0
ETWS084,ECLR685,429000,429000,No Discount,13,5.0
ETWS618,ECLR937,429000,429000,No Discount,22,5.0
ETWS805,ECLR847,79000,75050,5%,30,4.8
ETWS805,ECLR685,79000,75050,5%,30,5.0
ETWS335,ECLR633,399000,399000,No Discount,40,4.8
ETWS786,ECLR004,279000,279000,No Discount,10,5.0
ETWS460,ECLR292,209000,135850,35%,40,4.9
ETWS460,ECLR685,209000,209000,No Discount,30,4.9
ETWS534,ECLR847,279000,279000,No Discount,6,5.0
ETWS534,ECLR292,279000,279000,No Discount,6,5.0
ETWS534,ECLR393,279000,279000,No Discount,2,5.0
ETWS534,ECLR004,279000,279000,No Discount,7,No Rating
ETWS114,ECLR763,199000,199000,No Discount,21,5.0
ETWS638,ECLR393,159000,159000,No Discount,7,5.0
ETWS827,ECLR685,429000,429000,No Discount,30,5.0
ETWS786,ECLR684,279000,279000,No Discount,2,No Rating
ETWS786,ECLR684,279000,279000,No Discount,2,No Rating
ETWS600,ECLR004,249000,249000,No Discount,6,3.7
ETWS600,ECLR684,249000,249000,No Discount,5,5.0
ETWS600,ECLR684,249000,249000,No Discount,5,5.0
ETWS386,ECLR684,299000,299000,No Discount,11,5.0
ETWS386,ECLR684,299000,299000,No Discount,11,5.0
ETWS386,ECLR004,299000,299000,No Discount,2,No Rating
ETWS016,ECLR848,549000,549000,No Discount,5,5.0
ETWS017,ECLR848,299000,299000,No Discount,4,5.0
ETWS871,ECLR100,179000,179000,No Discount,30,5.0
ETWS450,ECLR854,129000,129000,No Discount,50,5.0
ETWS403,ECLR847,199000,199000,No Discount,14,5.0
ETWS885,ECLR517,299000,299000,No Discount,25,4.7
ETWS506,ECLR633,109000,109000,No Discount,26,5.0
ETWS391,ECLR004,199000,199000,No Discount,3,5.0
ETWS391,ECLR115,199000,199000,No Discount,5,5.0
ETWS391,ECLR100,199000,199000,No Discount,3,No Rating
ETWS391,ECLR393,199000,199000,No Discount,5,5.0
ETWS554,ECLR004,249000,249000,No Discount,13,5.0
ETWS089,ECLR004,189000,189000,No Discount,13,4.5
ETWS220,ECLR004,329000,329000,No Discount,3,4.5
ETWS654,ECLR004,419000,419000,No Discount,3,5.0
ETWS334,ECLR848,539000,539000,No Discount,1,No Rating
ETWS574,ECLR004,399000,399000,No Discount,70,5.0
ETWS409,ECLR393,649000,649000,No Discount,40,5.0
ETWS823,ECLR004,199000,199000,No Discount,4,5.0
ETWS263,ECLR854,449000,449000,No Discount,4,5.0
ETWS287,ECLR100,199000,199000,No Discount,5,No Rating
ETWS287,ECLR305,199000,199000,No Discount,2,5.0
ETWS114,ECLR100,199000,199000,No Discount,8,5.0
ETWS114,ECLR305,199000,199000,No Discount,8,5.0
ETWS114,ECLR684,199000,199000,No Discount,2,5.0
ETWS114,ECLR684,199000,199000,No Discount,2,5.0
ETWS669,ECLR115,399000,399000,No Discount,28,5.0
ETWS669,ECLR854,399000,399000,No Discount,30,4.9
ETWS570,ECLR848,209000,209000,No Discount,19,5.0
ETWS570,ECLR492,209000,209000,No Discount,26,5.0
ETWS570,ECLR305,209000,209000,No Discount,10,5.0
ETWS035,ECLR746,319000,159500,50%,30,5.0
ETWS506,ECLR102,109000,109000,No Discount,3,5.0
ETWS506,ECLR307,109000,109000,No Discount,16,5.0
ETWS817,ECLR848,349000,349000,No Discount,14,5.0
ETWS817,ECLR115,349000,349000,No Discount,16,4.8
ETWS570,ECLR607,209000,209000,No Discount,9,5.0
ETWS570,ECLR746,209000,209000,No Discount,9,5.0
ETWS532,ECLR969,229000,229000,No Discount,10,5.0
ETWS031,ECLR746,499000,499000,No Discount,28,5.0
ETWS157,ECLR746,399000,399000,No Discount,8,5.0
ETWS010,ECLR517,199000,199000,No Discount,3,5.0
ETWS533,ECLR746,199000,199000,No Discount,4,5.0
ETWS035,ECLR095,249000,249000,No Discount,11,5.0
ETWS118,ECLR848,249000,249000,No Discount,4,No Rating
ETWS146,ECLR848,699000,699000,No Discount,2,5.0
ETWS603,ECLR393,429000,429000,No Discount,19,5.0
ETWS617,ECLR393,119000,119000,No Discount,15,5.0
ETWS617,ECLR684,119000,119000,No Discount,15,5.0
ETWS617,ECLR684,119000,119000,No Discount,15,5.0
ETWS617,ECLR763,119000,119000,No Discount,12,5.0
ETWS617,ECLR004,119000,119000,No Discount,25,5.0
ETWS617,ECLR100,119000,119000,No Discount,7,5.0
ETWS487,ECLR848,599000,599000,No Discount,20,5.0
ETWS095,ECLR633,199000,199000,No Discount,4,5.0
ETWS017,ECLR633,129000,129000,No Discount,18,4.7
ETWS862,ECLR633,199000,199000,No Discount,5,5.0
ETWS528,ECLR115,329000,329000,No Discount,13,5.0
ETWS528,ECLR746,329000,329000,No Discount,8,5.0
ETWS403,ECLR004,199000,199000,No Discount,15,5.0
ETWS949,ECLR126,519000,519000,No Discount,4,5.0
ETWS157,ECLR004,519000,519000,No Discount,1,5.0
ETWS949,ECLR633,519000,519000,No Discount,3,No Rating
ETWS157,ECLR102,519000,519000,No Discount,5,5.0
ETWS818,ECLR305,179000,179000,No Discount,16,5.0
ETWS818,ECLR854,179000,179000,No Discount,15,4.8
ETWS818,ECLR969,179000,179000,No Discount,20,5.0
ETWS818,ECLR393,179000,179000,No Discount,30,5.0
ETWS818,ECLR115,179000,179000,No Discount,7,5.0
ETWS774,ECLR848,369000,369000,No Discount,6,5.0
ETWS455,ECLR746,109000,109000,No Discount,19,4.8
ETWS455,ECLR004,109000,109000,No Discount,18,4.9
ETWS242,ECLR115,99000,99000,No Discount,7,5.0
ETWS242,ECLR969,99000,99000,No Discount,30,5.0
ETWS242,ECLR393,99000,99000,No Discount,7,5.0
ETWS271,ECLR854,229000,229000,No Discount,3,5.0
ETWS271,ECLR100,229000,229000,No Discount,4,No Rating
ETWS271,ECLR969,229000,229000,No Discount,12,5.0
ETWS669,ECLR746,399000,399000,No Discount,30,5.0
ETWS669,ECLR004,399000,399000,No Discount,40,5.0
ETWS669,ECLR305,399000,399000,No Discount,30,5.0
ETWS669,ECLR095,399000,399000,No Discount,30,4.7
ETWS403,ECLR746,199000,199000,No Discount,30,5.0
ETWS016,ECLR848,55000,55000,No Discount,16,5.0
ETWS367,ECLR633,429000,429000,No Discount,5,5.0
ETWS582,ECLR393,309000,309000,No Discount,13,5.0
ETWS812,ECLR848,329000,329000,No Discount,1,5.0
ETWS986,ECLR776,199000,199000,No Discount,40,5.0
ETWS242,ECLR854,99000,99000,No Discount,5,5.0
ETWS634,ECLR746,519000,519000,No Discount,2,5.0
ETWS571,ECLR684,159000,159000,No Discount,30,4.9
ETWS571,ECLR684,159000,159000,No Discount,30,4.9
ETWS571,ECLR100,159000,159000,No Discount,25,5.0
ETWS808,ECLR848,549000,549000,No Discount,7,5.0
ETWS808,ECLR848,549000,549000,No Discount,23,5.0
ETWS144,ECLR848,279000,279000,No Discount,2,No Rating
ETWS136,ECLR848,349000,349000,No Discount,3,5.0
ETWS188,ECLR969,85000,85000,No Discount,20,5.0
ETWS188,ECLR307,85000,85000,No Discount,13,5.0
ETWS188,ECLR517,85000,85000,No Discount,18,5.0
ETWS188,ECLR633,85000,85000,No Discount,23,5.0
ETWS251,ECLR854,489000,489000,No Discount,50,5.0
ETWS871,ECLR115,179000,179000,No Discount,40,5.0
ETWS388,ECLR813,179000,179000,No Discount,21,5.0
ETWS388,ECLR848,179000,179000,No Discount,30,5.0
ETWS487,ECLR848,599000,599000,No Discount,14,4.9
ETWS003,ECLR848,549000,549000,No Discount,2,5.0
ETWS236,ECLR102,489000,489000,No Discount,4,5.0
ETWS236,ECLR004,489000,489000,No Discount,22,4.9
ETWS236,ECLR746,489000,489000,No Discount,12,4.8
ETWS591,ECLR102,499000,499000,No Discount,11,5.0
ETWS450,ECLR115,129000,129000,No Discount,70,5.0
ETWS686,ECLR307,85000,85000,No Discount,9,No Rating
ETWS686,ECLR633,85000,85000,No Discount,14,5.0
ETWS686,ECLR517,85000,85000,No Discount,12,5.0
ETWS686,ECLR969,85000,85000,No Discount,21,5.0
ETWS157,ECLR517,399000,399000,No Discount,2,No Rating
ETWS157,ECLR633,399000,399000,No Discount,5,No Rating
ETWS157,ECLR776,399000,399000,No Discount,6,4.7
ETWS157,ECLR004,399000,399000,No Discount,8,5.0
ETWS099,ECLR848,39000,39000,No Discount,24,4.8
ETWS947,ECLR848,39000,39000,No Discount,30,5.0
ETWS779,ECLR848,39000,39000,No Discount,30,5.0
ETWS571,ECLR854,159000,159000,No Discount,30,5.0
ETWS571,ECLR115,159000,159000,No Discount,25,5.0
ETWS304,ECLR969,95000,95000,No Discount,10,5.0
ETWS304,ECLR307,95000,95000,No Discount,8,5.0
ETWS304,ECLR633,95000,95000,No Discount,10,4.3
ETWS304,ECLR517,95000,95000,No Discount,11,5.0
ETWS139,ECLR633,59000,59000,No Discount,3,4.5
ETWS041,ECLR307,219000,219000,No Discount,4,5.0
ETWS253,ECLR126,219000,219000,No Discount,6,5.0
ETWS732,ECLR633,219000,219000,No Discount,30,4.9
ETWS732,ECLR776,219000,219000,No Discount,14,5.0
ETWS271,ECLR393,229000,229000,No Discount,6,5.0
ETWS587,ECLR765,399000,399000,No Discount,22,4.9
ETWS035,ECLR004,319000,319000,No Discount,30,5.0
ETWS504,ECLR095,219000,219000,No Discount,10,5.0
ETWS504,ECLR305,219000,219000,No Discount,30,4.9
ETWS696,ECLR305,299000,299000,No Discount,30,5.0
ETWS696,ECLR776,299000,299000,No Discount,16,5.0
ETWS696,ECLR854,299000,299000,No Discount,6,5.0
ETWS887,ECLR763,109000,109000,No Discount,9,5.0
ETWS887,ECLR115,109000,109000,No Discount,30,5.0
ETWS887,ECLR813,109000,109000,No Discount,19,5.0
ETWS672,ECLR848,399000,399000,No Discount,25,5.0
ETWS620,ECLR848,279000,279000,No Discount,12,5.0
ETWS984,ECLR848,289000,289000,No Discount,30,5.0
ETWS984,ECLR848,289000,289000,No Discount,26,4.9
ETWS242,ECLR305,99000,99000,No Discount,13,5.0
ETWS862,ECLR307,199000,199000,No Discount,9,5.0
ETWS395,ECLR574,449000,449000,No Discount,30,4.9
ETWS562,ECLR848,182000,182000,No Discount,6,5.0
ETWS504,ECLR746,249000,249000,No Discount,18,4.9
ETWS889,ECLR848,429000,429000,No Discount,15,5.0
ETWS871,ECLR848,160000,160000,No Discount,5,5.0
ETWS255,ECLR848,239600,239600,No Discount,15,5.0
ETWS063,ECLR765,161400,161400,No Discount,13,5.0
ETWS455,ECLR848,171600,171600,No Discount,19,4.9
ETWS354,ECLR305,179000,179000,No Discount,3,5.0
ETWS596,ECLR765,144500,144500,No Discount,15,4.9
ETWS669,ECLR765,200000,200000,No Discount,22,4.8
ETWS895,ECLR763,209000,104500,50%,30,5.0
ETWS035,ECLR848,209500,209500,No Discount,27,5.0
ETWS496,ECLR848,184500,184500,No Discount,40,5.0
ETWS031,ECLR004,499000,499000,No Discount,70,5.0
ETWS848,ECLR684,529000,529000,No Discount,30,5.0
ETWS848,ECLR684,529000,529000,No Discount,30,5.0
ETWS848,ECLR763,529000,529000,No Discount,30,5.0
ETWS848,ECLR746,529000,529000,No Discount,30,4.9
ETWS857,ECLR305,149000,149000,No Discount,22,4.9
ETWS857,ECLR746,149000,149000,No Discount,11,5.0
ETWS857,ECLR095,149000,149000,No Discount,16,4.8
ETWS029,ECLR848,729000,729000,No Discount,3,5.0
ETWS926,ECLR746,499000,499000,No Discount,8,5.0
ETWS892,ECLR393,399000,399000,No Discount,24,5.0
ETWS892,ECLR746,399000,399000,No Discount,29,5.0
ETWS892,ECLR004,399000,399000,No Discount,30,4.9
ETWS228,ECLR100,129000,129000,No Discount,100,5.0
ETWS394,ECLR393,599000,599000,No Discount,40,5.0
ETWS394,ECLR574,599000,599000,No Discount,26,5.0
ETWS756,ECLR100,329000,329000,No Discount,9,5.0
ETWS756,ECLR848,329000,329000,No Discount,27,5.0
ETWS756,ECLR848,329000,329000,No Discount,11,5.0
ETWS394,ECLR126,599000,599000,No Discount,2,5.0
ETWS945,ECLR848,479000,479000,No Discount,3,5.0
ETWS945,ECLR848,479000,479000,No Discount,7,5.0
ETWS945,ECLR848,479000,479000,No Discount,2,5.0
ETWS945,ECLR848,479000,479000,No Discount,14,5.0
ETWS897,ECLR095,399000,399000,No Discount,1,5.0
ETWS263,ECLR969,449000,449000,No Discount,3,5.0
ETWS263,ECLR848,449000,449000,No Discount,5,5.0
ETWS897,ECLR305,409000,409000,No Discount,27,5.0
ETWS263,ECLR746,449000,449000,No Discount,80,5.0
ETWS263,ECLR393,449000,449000,No Discount,13,5.0
ETWS263,ECLR776,449000,449000,No Discount,30,5.0
ETWS478,ECLR004,209000,209000,No Discount,50,5.0
ETWS478,ECLR746,209000,209000,No Discount,60,5.0
ETWS283,ECLR848,184500,184500,No Discount,30,4.9
ETWS043,ECLR095,445000,445000,No Discount,4,No Rating
ETWS043,ECLR746,445000,445000,No Discount,1,5.0
ETWS043,ECLR305,445000,445000,No Discount,4,5.0
ETWS288,ECLR102,659000,659000,No Discount,2,5.0
ETWS734,ECLR653,279000,279000,No Discount,3,5.0
ETWS734,ECLR004,279000,279000,No Discount,5,5.0
ETWS722,ECLR653,119000,119000,No Discount,11,4.9
ETWS722,ECLR004,119000,119000,No Discount,7,5.0
ETWS065,ECLR653,279000,279000,No Discount,4,5.0
ETWS258,ECLR115,329000,329000,No Discount,11,5.0
ETWS258,ECLR746,329000,329000,No Discount,9,4.0
ETWS876,ECLR115,129000,129000,No Discount,2,5.0
ETWS876,ECLR746,129000,129000,No Discount,2,No Rating
ETWS827,ECLR095,429000,429000,No Discount,12,5.0
ETWS450,ECLR848,129000,129000,No Discount,23,4.9
ETWS450,ECLR517,129000,129000,No Discount,19,5.0
ETWS450,ECLR969,129000,129000,No Discount,24,4.5
ETWS450,ECLR746,129000,129000,No Discount,60,5.0
ETWS679,ECLR746,179000,179000,No Discount,5,5.0
ETWS679,ECLR305,179000,179000,No Discount,15,4.7
ETWS679,ECLR095,179000,179000,No Discount,11,5.0
ETWS679,ECLR004,179000,179000,No Discount,18,5.0
ETWS460,ECLR969,209000,209000,No Discount,2,No Rating
ETWS785,ECLR848,265000,265000,No Discount,11,5.0
ETWS519,ECLR848,99500,99500,No Discount,8,5.0
ETWS843,ECLR848,249000,249000,No Discount,26,5.0
ETWS845,ECLR848,165000,165000,No Discount,11,4.9
ETWS550,ECLR848,239000,239000,No Discount,20,5.0
ETWS919,ECLR848,200000,200000,No Discount,14,5.0
ETWS561,ECLR848,184500,184500,No Discount,5,5.0
ETWS954,ECLR848,174500,174500,No Discount,19,5.0
ETWS913,ECLR848,164500,164500,No Discount,19,4.8
ETWS103,ECLR848,152550,152550,No Discount,9,5.0
ETWS862,ECLR848,199600,199600,No Discount,16,5.0
ETWS862,ECLR848,199600,199600,No Discount,6,5.0
ETWS454,ECLR848,191600,191600,No Discount,14,5.0
ETWS444,ECLR848,199500,199500,No Discount,10,5.0
ETWS657,ECLR848,199500,199500,No Discount,30,5.0
ETWS450,ECLR095,107600,107600,No Discount,2,5.0
ETWS450,ECLR126,269000,269000,No Discount,5,5.0
ETWS450,ECLR633,269000,269000,No Discount,1,5.0
ETWS450,ECLR004,269000,269000,No Discount,3,No Rating
ETWS714,ECLR854,429000,429000,No Discount,10,4.8
ETWS714,ECLR004,429000,429000,No Discount,9,5.0
ETWS714,ECLR746,429000,429000,No Discount,90,4.9
ETWS714,ECLR115,429000,429000,No Discount,80,5.0
ETWS986,ECLR854,199000,199000,No Discount,60,5.0
ETWS986,ECLR848,199000,199000,No Discount,60,5.0
ETWS986,ECLR305,199000,199000,No Discount,100,5.0
ETWS224,ECLR746,219000,219000,No Discount,11,5.0
ETWS224,ECLR574,219000,219000,No Discount,4,5.0
ETWS224,ECLR763,219000,219000,No Discount,10,5.0
ETWS224,ECLR393,219000,219000,No Discount,70,4.9
ETWS710,ECLR574,199000,199000,No Discount,4,5.0
ETWS710,ECLR763,199000,199000,No Discount,2,No Rating
ETWS710,ECLR746,199000,199000,No Discount,15,5.0
ETWS710,ECLR115,199000,199000,No Discount,9,5.0
ETWS710,ECLR393,199000,199000,No Discount,8,4.3
ETWS710,ECLR004,199000,199000,No Discount,6,5.0
ETWS710,ECLR684,199000,199000,No Discount,1,No Rating
ETWS710,ECLR684,199000,199000,No Discount,1,No Rating
ETWS753,ECLR763,179000,179000,No Discount,8,5.0
ETWS753,ECLR574,179000,179000,No Discount,3,5.0
ETWS753,ECLR746,179000,179000,No Discount,40,4.9
ETWS753,ECLR393,179000,179000,No Discount,40,5.0
ETWS057,ECLR115,189000,189000,No Discount,11,5.0
ETWS057,ECLR763,189000,189000,No Discount,11,5.0
ETWS057,ECLR393,189000,189000,No Discount,6,4.5
ETWS057,ECLR004,189000,189000,No Discount,2,5.0
ETWS057,ECLR684,189000,189000,No Discount,3,5.0
ETWS057,ECLR684,189000,189000,No Discount,3,5.0
ETWS057,ECLR848,189000,189000,No Discount,26,5.0
ETWS057,ECLR574,189000,189000,No Discount,18,5.0
ETWS219,ECLR848,95400,95400,No Discount,6,5.0
ETWS640,ECLR848,184500,184500,No Discount,8,4.8
ETWS014,ECLR848,129150,129150,No Discount,24,5.0
ETWS436,ECLR848,221400,221400,No Discount,13,4.9
ETWS436,ECLR848,221400,221400,No Discount,24,5.0
ETWS153,ECLR848,144000,144000,No Discount,1,5.0
ETWS153,ECLR848,144000,144000,No Discount,14,5.0
ETWS480,ECLR848,87150,87150,No Discount,7,5.0
ETWS480,ECLR848,87150,87150,No Discount,9,5.0
ETWS846,ECLR307,181300,181300,No Discount,15,4.9
ETWS802,ECLR574,181300,181300,No Discount,12,5.0
ETWS708,ECLR848,249500,249500,No Discount,15,5.0
ETWS020,ECLR848,249500,249500,No Discount,13,5.0
ETWS971,ECLR126,244300,244300,No Discount,30,5.0
ETWS477,ECLR517,209300,209300,No Discount,1,4.0
ETWS941,ECLR653,209300,209300,No Discount,25,5.0
ETWS477,ECLR305,209300,209300,No Discount,18,5.0
ETWS755,ECLR848,279000,279000,No Discount,14,5.0
ETWS755,ECLR848,139500,139500,No Discount,7,4.8
ETWS755,ECLR848,139500,139500,No Discount,1,5.0
ETWS053,ECLR847,269000,269000,No Discount,22,5.0
ETWS053,ECLR305,134500,134500,No Discount,6,5.0
ETWS053,ECLR653,134500,134500,No Discount,17,5.0
ETWS053,ECLR004,134500,134500,No Discount,9,4.8
ETWS304,ECLR746,275000,275000,No Discount,25,5.0
ETWS802,ECLR517,137500,137500,No Discount,3,5.0
ETWS802,ECLR492,137500,137500,No Discount,6,5.0
ETWS552,ECLR848,87600,87600,No Discount,12,5.0
ETWS254,ECLR848,164500,164500,No Discount,14,4.8
ETWS254,ECLR848,164500,164500,No Discount,19,5.0
ETWS354,ECLR848,76650,76650,No Discount,17,5.0
ETWS979,ECLR305,149500,149500,No Discount,2,5.0
ETWS791,ECLR633,119600,119600,No Discount,15,5.0
ETWS928,ECLR848,279000,279000,No Discount,30,5.0
ETWS928,ECLR848,195300,195300,No Discount,12,5.0
ETWS943,ECLR848,221400,221400,No Discount,6,5.0
ETWS850,ECLR848,221400,221400,No Discount,5,5.0
ETWS547,ECLR848,140000,140000,No Discount,6,5.0
