product_id,category_id,color_id,stock
ETWS263,ECAT190,ECLR746,28
ETWS263,ECAT190,ECLR393,19
ETWS263,ECAT190,ECLR776,11
ETWS478,ECAT220,ECLR004,23
ETWS478,ECAT220,ECLR746,1
ETWS283,ECAT190,ECLR848,12
ETWS043,ECAT460,ECLR095,27
ETWS043,ECAT460,ECLR746,40
ETWS043,ECAT460,ECLR305,4
ETWS288,ECAT772,ECLR102,8
ETWS734,ECAT772,ECLR653,49
ETWS734,ECAT772,ECLR004,20
ETWS722,ECAT220,ECLR653,26
ETWS722,ECAT220,ECLR004,32
ETWS065,ECAT190,ECLR653,49
ETWS258,ECAT772,ECLR115,37
ETWS258,ECAT772,ECLR746,49
ETWS876,ECAT563,ECLR115,15
ETWS876,ECAT563,ECLR746,42
ETWS827,ECAT190,ECLR095,33
ETWS450,ECAT563,ECLR848,24
ETWS450,ECAT563,ECLR517,12
ETWS450,ECAT563,ECLR969,6
ETWS450,ECAT563,ECLR746,24
ETWS679,ECAT220,ECLR746,26
ETWS679,ECAT220,ECLR305,6
ETWS679,ECAT220,ECLR095,12
ETWS679,ECAT220,ECLR004,21
ETWS460,ECAT220,ECLR969,15
ETWS785,ECAT772,ECLR848,16
ETWS519,ECAT772,ECLR848,28
ETWS843,ECAT772,ECLR848,10
ETWS845,ECAT460,ECLR848,8
ETWS550,ECAT190,ECLR848,46
ETWS919,ECAT190,ECLR848,49
ETWS561,ECAT460,ECLR848,22
ETWS954,ECAT772,ECLR848,16
ETWS913,ECAT190,ECLR848,43
ETWS103,ECAT772,ECLR848,38
ETWS862,ECAT190,ECLR848,6
ETWS862,ECAT190,ECLR848,50
ETWS454,ECAT141,ECLR848,10
ETWS444,ECAT460,ECLR848,14
ETWS657,ECAT772,ECLR848,19
ETWS450,ECAT772,ECLR095,32
ETWS450,ECAT772,ECLR126,5
ETWS450,ECAT772,ECLR633,44
ETWS450,ECAT772,ECLR004,41
ETWS714,ECAT190,ECLR854,15
ETWS714,ECAT190,ECLR004,16
ETWS714,ECAT190,ECLR746,37
ETWS714,ECAT190,ECLR115,33
ETWS986,ECAT220,ECLR854,31
ETWS986,ECAT220,ECLR848,4
ETWS986,ECAT220,ECLR305,4
ETWS224,ECAT772,ECLR746,38
ETWS224,ECAT772,ECLR574,29
ETWS224,ECAT772,ECLR763,15
ETWS224,ECAT772,ECLR393,41
ETWS710,ECAT460,ECLR574,9
ETWS710,ECAT460,ECLR763,26
ETWS710,ECAT460,ECLR746,46
ETWS710,ECAT460,ECLR115,8
ETWS710,ECAT460,ECLR393,39
ETWS710,ECAT460,ECLR004,26
ETWS710,ECAT460,ECLR684,30
ETWS753,ECAT220,ECLR763,50
ETWS753,ECAT220,ECLR574,31
ETWS753,ECAT220,ECLR746,16
ETWS753,ECAT220,ECLR393,40
ETWS057,ECAT460,ECLR115,41
ETWS057,ECAT460,ECLR763,45
ETWS057,ECAT460,ECLR393,35
ETWS057,ECAT460,ECLR004,28
ETWS057,ECAT460,ECLR684,16
ETWS057,ECAT460,ECLR848,17
ETWS057,ECAT460,ECLR574,14
ETWS219,ECAT190,ECLR848,44
ETWS640,ECAT772,ECLR848,4
ETWS014,ECAT772,ECLR848,16
ETWS436,ECAT190,ECLR848,23
ETWS436,ECAT190,ECLR848,32
ETWS153,ECAT190,ECLR848,7
ETWS153,ECAT190,ECLR848,13
ETWS480,ECAT772,ECLR848,40
ETWS480,ECAT772,ECLR848,20
ETWS846,ECAT772,ECLR307,37
ETWS802,ECAT772,ECLR574,3
ETWS708,ECAT190,ECLR848,11
ETWS020,ECAT772,ECLR848,18
ETWS971,ECAT772,ECLR126,41
ETWS477,ECAT772,ECLR517,47
ETWS941,ECAT772,ECLR653,41
ETWS477,ECAT772,ECLR305,37
ETWS755,ECAT772,ECLR848,40
ETWS755,ECAT772,ECLR848,40
ETWS755,ECAT772,ECLR848,44
ETWS053,ECAT141,ECLR847,7
ETWS053,ECAT141,ECLR305,5
ETWS053,ECAT141,ECLR653,25
ETWS053,ECAT141,ECLR004,16
ETWS304,ECAT190,ECLR746,26
ETWS802,ECAT190,ECLR517,32
ETWS802,ECAT190,ECLR492,4
ETWS552,ECAT772,ECLR848,7
ETWS254,ECAT772,ECLR848,36
ETWS254,ECAT772,ECLR848,21
ETWS354,ECAT772,ECLR848,13
ETWS979,ECAT772,ECLR305,22
ETWS791,ECAT772,ECLR633,35
ETWS928,ECAT190,ECLR848,2
ETWS928,ECAT190,ECLR848,43
ETWS943,ECAT190,ECLR848,3
ETWS850,ECAT190,ECLR848,47
ETWS547,ECAT190,ECLR848,23
